Time	Target_Speed	Vehicle_COM_Speed	Long_Slip	Long_Tire_Force	Brake_Torque	Wheel_Omega	Spindle_Omega	Wheel_Torque	
+2.196000	+26.820000	+0.013515	-10.319914	+324.886875	+0.000000	-0.237349	+0.237349	+102.844362	
+2.198000	+26.820000	+0.013642	-12.930978	+208.946314	+0.000000	-0.283098	+0.283099	+106.459571	
+2.200000	+26.820000	+0.013920	-13.626756	+97.366839	+0.000000	-0.294796	+0.294796	+108.736939	
+2.202000	+26.820000	+0.014350	-12.528200	+1.230459	+0.000000	-0.270089	+0.270089	+110.165686	
+2.204000	+26.820000	+0.014914	-10.361765	-69.853026	+0.000000	-0.210568	+0.210568	+111.260768	
+2.206000	+26.820000	+0.015550	-7.563669	-108.688534	+0.000000	-0.121124	+0.121124	+112.111112	
+2.208000	+26.820000	+0.016173	-4.436221	-110.055308	+0.000000	-0.009373	+0.009373	+112.960842	
+2.210000	+26.820000	+0.016698	-1.248668	-69.976652	+0.000000	+0.115341	-0.115341	+114.386392	
+2.212000	+26.820000	+0.017024	+1.892562	+12.907295	+0.000000	+0.242402	-0.242402	+116.788054	
+2.214000	+26.820000	+0.017131	+4.923211	+129.304155	+0.000000	+0.360074	-0.360074	+120.271127	
+2.216000	+26.820000	+0.017031	+7.751937	+266.570447	+0.000000	+0.455779	-0.455779	+124.308287	
+2.218000	+26.820000	+0.016712	+10.117387	+410.936452	+0.000000	+0.515574	-0.515574	+123.660197	
+2.220000	+26.820000	+0.016261	+11.827535	+547.822754	+0.000000	+0.532390	-0.532392	+122.183462	
+2.222000	+26.820000	+0.015685	+12.831552	+666.484366	+0.000000	+0.503462	-0.503462	+120.901882	
+2.224000	+26.820000	+0.015094	+12.431059	+757.643549	+0.000000	+0.430741	-0.430741	+119.829647	
+2.226000	+26.820000	+0.014525	+11.172536	+816.076068	+0.000000	+0.320976	-0.320976	+119.256729	
+2.228000	+26.820000	+0.014066	+8.348405	+836.782176	+0.000000	+0.183956	-0.183955	+118.823827	
+2.230000	+26.820000	+0.013807	+4.491523	+817.443406	+0.000000	+0.031131	-0.031131	+119.632723	
+2.232000	+26.820000	+0.013807	-0.074852	+755.184292	+0.000000	-0.125248	+0.125248	+122.406534	
+2.234000	+26.820000	+0.014099	-4.639891	+610.221365	+0.000000	-0.271764	+0.271763	+127.381865	
+2.236000	+26.820000	+0.014703	-8.463155	+431.775637	+0.000000	-0.393630	+0.393631	+134.527641	
+2.238000	+26.820000	+0.015583	-10.998589	+239.669547	+0.000000	-0.471500	+0.471500	+134.413234	
+2.240000	+26.820000	+0.016709	-11.977934	+57.158775	+0.000000	-0.496220	+0.496220	+133.006455	
+2.242000	+26.820000	+0.017995	-11.709611	-99.233993	+0.000000	-0.463315	+0.463315	+131.740389	
+2.244000	+26.820000	+0.019357	-10.190043	-217.457559	+0.000000	-0.375187	+0.375187	+130.195972	
+2.246000	+26.820000	+0.020714	-7.909112	-288.248493	+0.000000	-0.240646	+0.240646	+128.083879	
+2.248000	+26.820000	+0.021933	-5.157530	-305.698368	+0.000000	-0.072747	+0.072747	+125.663260	
+2.250000	+26.820000	+0.022891	-2.197837	-265.456166	+0.000000	+0.114022	-0.114022	+123.436154	
+2.252000	+26.820000	+0.023483	+0.803221	-160.936792	+0.000000	+0.305565	-0.305565	+122.891814	
+2.254000	+26.820000	+0.023711	+3.753876	+3.541153	+0.000000	+0.486831	-0.486831	+125.328066	
+2.256000	+26.820000	+0.023601	+6.581729	+199.927253	+0.000000	+0.639895	-0.639895	+129.801753	
+2.258000	+26.820000	+0.023182	+9.086826	+407.284808	+0.000000	+0.740896	-0.740896	+127.247440	
+2.260000	+26.820000	+0.022521	+10.930342	+602.365476	+0.000000	+0.778606	-0.778606	+124.619115	
+2.262000	+26.820000	+0.021718	+11.881598	+770.231306	+0.000000	+0.746578	-0.746579	+123.485156	
+2.264000	+26.820000	+0.020842	+11.824472	+899.699473	+0.000000	+0.648025	-0.648025	+121.995726	
+2.266000	+26.820000	+0.020007	+10.483421	+983.482302	+0.000000	+0.494490	-0.494489	+120.154635	
+2.268000	+26.820000	+0.019326	+8.086717	+1018.151389	+0.000000	+0.302770	-0.302770	+119.049709	
+2.270000	+26.820000	+0.018965	+4.654966	+1001.015320	+0.000000	+0.090852	-0.090852	+118.251919	
+2.272000	+26.820000	+0.019014	+0.712160	+931.170184	+0.000000	-0.125272	+0.125272	+118.656418	
+2.274000	+26.820000	+0.019504	-3.310132	+746.539041	+0.000000	-0.330464	+0.330464	+123.769774	
+2.276000	+26.820000	+0.020428	-6.878722	+507.431008	+0.000000	-0.506106	+0.506105	+134.150341	
+2.278000	+26.820000	+0.021695	-9.547837	+250.054274	+0.000000	-0.623617	+0.623617	+136.612992	
+2.280000	+26.820000	+0.023216	-10.879679	+6.958523	+0.000000	-0.667669	+0.667669	+137.510420	
+2.282000	+26.820000	+0.024883	-10.950525	-199.807216	+0.000000	-0.629909	+0.629909	+139.523587	
+2.284000	+26.820000	+0.026605	-9.822034	-354.484037	+0.000000	-0.514389	+0.514389	+138.699929	
+2.286000	+26.820000	+0.028283	-7.819311	-447.330947	+0.000000	-0.335284	+0.335284	+136.607817	
+2.288000	+26.820000	+0.029772	-5.225121	-472.926380	+0.000000	-0.112117	+0.112116	+135.410494	
+2.290000	+26.820000	+0.030912	-2.356600	-426.632194	+0.000000	+0.133866	-0.133867	+134.317381	
+2.292000	+26.820000	+0.031631	+0.584374	-297.380172	+0.000000	+0.383782	-0.383780	+132.140802	
+2.294000	+26.820000	+0.031923	+3.483154	-82.506735	+0.000000	+0.621408	-0.621408	+134.385854	
+2.296000	+26.820000	+0.031836	+6.252067	+170.458742	+0.000000	+0.827387	-0.827387	+143.957564	
+2.298000	+26.820000	+0.031421	+8.780294	+435.888342	+0.000000	+0.969568	-0.969568	+146.083873	
+2.300000	+26.820000	+0.030735	+10.644143	+683.610536	+0.000000	+1.029818	-1.029818	+147.503764	
+2.302000	+26.820000	+0.029883	+11.662462	+895.287848	+0.000000	+0.998653	-0.998653	+149.829955	
+2.304000	+26.820000	+0.028948	+11.607205	+1058.592890	+0.000000	+0.882408	-0.882409	+147.502298	
+2.306000	+26.820000	+0.028078	+10.286722	+1167.882088	+0.000000	+0.697216	-0.697216	+144.621867	
+2.308000	+26.820000	+0.027365	+8.292620	+1222.578215	+0.000000	+0.463809	-0.463809	+145.103326	
+2.310000	+26.820000	+0.027021	+5.289838	+1219.772226	+0.000000	+0.204837	-0.204837	+147.621197	
+2.312000	+26.820000	+0.027159	+1.758401	+1157.626584	+0.000000	-0.058323	+0.058323	+148.539310	
+2.314000	+26.820000	+0.027807	-1.770629	+978.396335	+0.000000	-0.308036	+0.308036	+152.443043	
+2.316000	+26.820000	+0.028964	-4.935207	+700.887230	+0.000000	-0.526006	+0.526006	+167.226419	
+2.318000	+26.820000	+0.030511	-7.485516	+398.967786	+0.000000	-0.681010	+0.681010	+177.782192	
+2.320000	+26.820000	+0.032324	-8.944208	+109.905048	+0.000000	-0.747804	+0.747804	+182.526733	
+2.322000	+26.820000	+0.034293	-9.244526	-135.745968	+0.000000	-0.717087	+0.717087	+186.519556	
+2.324000	+26.820000	+0.036311	-8.504513	-320.230232	+0.000000	-0.594678	+0.594678	+182.412370	
+2.326000	+26.820000	+0.038269	-6.928117	-434.424710	+0.000000	-0.397424	+0.397424	+177.370802	
+2.328000	+26.820000	+0.040041	-4.798472	-472.971452	+0.000000	-0.146628	+0.146628	+176.580610	
+2.330000	+26.820000	+0.041428	-2.352082	-430.361966	+0.000000	+0.134418	-0.134418	+179.307731	
+2.332000	+26.820000	+0.042369	+0.210471	-296.365903	+0.000000	+0.422681	-0.422681	+179.650955	
+2.334000	+26.820000	+0.042854	+2.759764	-59.038438	+0.000000	+0.697720	-0.697720	+179.592719	
+2.336000	+26.820000	+0.042945	+5.187006	+220.157856	+0.000000	+0.941064	-0.941063	+190.905264	
+2.338000	+26.820000	+0.042711	+7.382662	+513.336203	+0.000000	+1.120370	-1.120370	+201.635000	
+2.340000	+26.820000	+0.042190	+9.086182	+789.767973	+0.000000	+1.207317	-1.207317	+204.913384	
+2.342000	+26.820000	+0.041479	+10.011548	+1026.357899	+0.000000	+1.192091	-1.192091	+207.231621	
+2.344000	+26.820000	+0.040689	+10.012679	+1211.808165	+0.000000	+1.081468	-1.081468	+200.032393	
+2.346000	+26.820000	+0.039902	+9.214598	+1342.873439	+0.000000	+0.892352	-0.892352	+192.635991	
+2.348000	+26.820000	+0.039280	+7.503013	+1417.922755	+0.000000	+0.645720	-0.645720	+191.199947	
+2.350000	+26.820000	+0.039039	+5.193585	+1436.511712	+0.000000	+0.364255	-0.364255	+195.961119	
+2.352000	+26.820000	+0.039296	+2.500686	+1396.675719	+0.000000	+0.071214	-0.071214	+200.654099	
+2.354000	+26.820000	+0.040096	-0.326246	+1277.177190	+0.000000	-0.210643	+0.210643	+202.649525	
+2.356000	+26.820000	+0.041424	-2.937548	+982.096182	+0.000000	-0.462918	+0.462918	+215.154801	
+2.358000	+26.820000	+0.043218	-5.099702	+649.737395	+0.000000	-0.661098	+0.661098	+237.240246	
+2.360000	+26.820000	+0.045289	-6.589003	+318.258180	+0.000000	-0.765641	+0.765642	+242.080211	
+2.362000	+26.820000	+0.047515	-7.192756	+30.722615	+0.000000	-0.765409	+0.765409	+245.427394	
+2.364000	+26.820000	+0.049796	-6.914083	-193.325927	+0.000000	-0.663965	+0.663965	+236.674408	
+2.366000	+26.820000	+0.052009	-5.927349	-343.133098	+0.000000	-0.476976	+0.476976	+226.206286	
+2.368000	+26.820000	+0.054041	-4.410232	-413.493233	+0.000000	-0.225604	+0.225604	+221.498636	
+2.370000	+26.820000	+0.055686	-2.563067	-398.756096	+0.000000	+0.066822	-0.066820	+223.670211	
+2.372000	+26.820000	+0.056855	-0.546950	-290.469646	+0.000000	+0.377046	-0.377046	+228.237731	
+2.374000	+26.820000	+0.057545	+1.520904	-69.257442	+0.000000	+0.681431	-0.681431	+228.090309	
+2.376000	+26.820000	+0.057832	+3.541910	+212.613172	+0.000000	+0.957672	-0.957672	+234.065585	
+2.378000	+26.820000	+0.057805	+5.374407	+515.501187	+0.000000	+1.184031	-1.184031	+255.957683	
+2.380000	+26.820000	+0.057476	+6.925179	+812.594891	+0.000000	+1.317114	-1.317114	+258.284582	
+2.382000	+26.820000	+0.056935	+7.873428	+1072.484914	+0.000000	+1.343305	-1.343305	+260.577142	
+2.384000	+26.820000	+0.056267	+8.141230	+1282.719951	+0.000000	+1.265663	-1.265659	+250.365320	
+2.386000	+26.820000	+0.055591	+7.693867	+1438.879729	+0.000000	+1.098400	-1.098401	+237.300139	
+2.388000	+26.820000	+0.055037	+6.600725	+1540.319683	+0.000000	+0.861926	-0.861926	+230.720414	
+2.390000	+26.820000	+0.054829	+5.002928	+1587.147228	+0.000000	+0.578939	-0.578939	+231.954020	
+2.392000	+26.820000	+0.055120	+3.015377	+1577.754276	+0.000000	+0.271868	-0.271868	+239.183883	
+2.394000	+26.820000	+0.055964	+0.859204	+1510.073932	+0.000000	-0.036210	+0.036210	+243.731507	
+2.396000	+26.820000	+0.057359	-1.242642	+1275.062194	+0.000000	-0.320158	+0.320157	+249.578308	
+2.398000	+26.820000	+0.059247	-3.092290	+932.836205	+0.000000	-0.560904	+0.560899	+272.407270	
+2.400000	+26.820000	+0.061472	-4.520658	+571.751451	+0.000000	-0.719960	+0.719959	+285.147118	
+2.402000	+26.820000	+0.063871	-5.353324	+240.603585	+0.000000	-0.771471	+0.771468	+289.425401	
+2.404000	+26.820000	+0.066323	-5.493882	-29.643379	+0.000000	-0.715976	+0.715976	+281.321204	
+2.406000	+26.820000	+0.068738	-5.028766	-226.645153	+0.000000	-0.563475	+0.563475	+266.371109	
+2.408000	+26.820000	+0.070975	-4.073712	-343.068825	+0.000000	-0.333466	+0.333466	+256.346301	
+2.410000	+26.820000	+0.072832	-2.770668	-373.908968	+0.000000	-0.049100	+0.049104	+253.800801	
+2.412000	+26.820000	+0.074202	-1.255348	-312.043970	+0.000000	+0.266318	-0.266321	+258.158828	
+2.414000	+26.820000	+0.075069	+0.368712	-141.487218	+0.000000	+0.591104	-0.591103	+262.768364	
+2.416000	+26.820000	+0.075500	+2.020126	+124.714849	+0.000000	+0.898469	-0.898469	+264.517460	
+2.418000	+26.820000	+0.075590	+3.584897	+427.886999	+0.000000	+1.165424	-1.165424	+278.847451	
+2.420000	+26.820000	+0.075419	+4.963225	+736.837837	+0.000000	+1.359206	-1.359206	+294.658928	
+2.422000	+26.820000	+0.075006	+5.991075	+1022.228025	+0.000000	+1.445684	-1.445684	+298.523322	
+2.424000	+26.820000	+0.074448	+6.481750	+1261.227617	+0.000000	+1.424862	-1.424862	+292.136156	
+2.426000	+26.820000	+0.073850	+6.418649	+1448.540361	+0.000000	+1.304594	-1.304594	+276.618444	
+2.428000	+26.820000	+0.073333	+5.831378	+1582.449001	+0.000000	+1.102095	-1.102095	+264.709953	
+2.430000	+26.820000	+0.073108	+4.790592	+1663.224546	+0.000000	+0.839277	-0.839277	+260.541565	
+2.432000	+26.820000	+0.073365	+3.403065	+1690.841950	+0.000000	+0.538925	-0.538925	+264.544842	
+2.434000	+26.820000	+0.074181	+1.794460	+1663.304677	+0.000000	+0.221437	-0.221437	+272.683906	
+2.436000	+26.820000	+0.075548	+0.134077	+1578.539751	+0.000000	-0.088343	+0.088342	+279.038576	
+2.438000	+26.820000	+0.077428	-1.442138	+1265.542541	+0.000000	-0.363894	+0.363894	+290.591623	
+2.440000	+26.820000	+0.079748	-2.767715	+900.008819	+0.000000	-0.586947	+0.586949	+320.386539	
+2.442000	+26.820000	+0.082280	-3.761130	+530.931385	+0.000000	-0.708281	+0.708281	+328.484028	
+2.444000	+26.820000	+0.084912	-4.223536	+210.948479	+0.000000	-0.720558	+0.720558	+325.683416	
+2.446000	+26.820000	+0.087483	-4.189262	-40.460083	+0.000000	-0.627778	+0.627778	+310.879405	
+2.448000	+26.820000	+0.089940	-3.700563	-214.080688	+0.000000	-0.443270	+0.443270	+295.795022	
+2.450000	+26.820000	+0.092027	-2.861931	-302.971250	+0.000000	-0.188402	+0.188394	+287.159820	
+2.452000	+26.820000	+0.093631	-1.777748	-301.261918	+0.000000	+0.113526	-0.113529	+286.541174	
+2.454000	+26.820000	+0.094701	-0.538385	-200.454450	+0.000000	+0.440738	-0.440738	+291.650269	
+2.456000	+26.820000	+0.095298	+0.782478	+15.600578	+0.000000	+0.771603	-0.771603	+297.701756	
+2.458000	+26.820000	+0.095516	+2.116072	+301.650709	+0.000000	+1.076590	-1.076590	+303.682517	
+2.460000	+26.820000	+0.095504	+3.354868	+612.197002	+0.000000	+1.332238	-1.332238	+324.986099	
+2.462000	+26.820000	+0.095270	+4.401152	+917.747452	+0.000000	+1.497941	-1.497933	+339.372953	
+2.464000	+26.820000	+0.094863	+5.097139	+1189.072498	+0.000000	+1.553910	-1.553913	+338.857961	
+2.466000	+26.820000	+0.094382	+5.354208	+1411.939226	+0.000000	+1.505498	-1.505498	+326.331978	
+2.468000	+26.820000	+0.093944	+5.177287	+1584.068074	+0.000000	+1.361749	-1.361747	+310.352231	
+2.470000	+26.820000	+0.093715	+4.602778	+1704.727298	+0.000000	+1.141429	-1.141429	+299.402579	
+2.472000	+26.820000	+0.093950	+3.679013	+1774.442710	+0.000000	+0.866498	-0.866500	+296.605925	
+2.474000	+26.820000	+0.094711	+2.543272	+1793.973477	+0.000000	+0.558641	-0.558642	+301.332200	
+2.476000	+26.820000	+0.096038	+1.250554	+1760.652874	+0.000000	+0.236979	-0.236979	+310.076990	
+2.478000	+26.820000	+0.097882	-0.061221	+1659.133983	+0.000000	-0.072262	+0.072262	+320.749609	
+2.480000	+26.820000	+0.100197	-1.278912	+1316.299104	+0.000000	-0.340672	+0.340672	+337.216936	
+2.482000	+26.820000	+0.102868	-2.286711	+941.338143	+0.000000	-0.548263	+0.548262	+370.192398	
+2.484000	+26.820000	+0.105669	-3.008380	+571.043119	+0.000000	-0.648047	+0.648049	+374.525313	
+2.486000	+26.820000	+0.108465	-3.310663	+258.339986	+0.000000	-0.641429	+0.641429	+364.847180	
+2.488000	+26.820000	+0.111139	-3.230368	+16.034137	+0.000000	-0.532130	+0.532130	+348.394436	
+2.490000	+26.820000	+0.113517	-2.810100	-145.324754	+0.000000	-0.335404	+0.335377	+333.194123	
+2.492000	+26.820000	+0.115397	-2.120324	-219.706097	+0.000000	-0.071772	+0.071770	+325.056355	
+2.494000	+26.820000	+0.116730	-1.236699	-199.783978	+0.000000	+0.235581	-0.235581	+324.039929	
+2.496000	+26.820000	+0.117551	-0.228975	-74.907722	+0.000000	+0.566563	-0.566564	+328.531496	
+2.498000	+26.820000	+0.117949	+0.848571	+157.671888	+0.000000	+0.898905	-0.898905	+337.811987	
+2.500000	+26.820000	+0.118047	+1.933309	+447.096787	+0.000000	+1.201719	-1.201719	+348.399165	
